STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EXPENDITURE,Expenditure,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,4.58,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,4.64,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,3.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,1.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,1.58,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,1.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,0.98,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,4.54,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,2.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,0.95,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,1.33,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,7.28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,7.63,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,6.44,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,6.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,4.69,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,4.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,8.92,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,7.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,6.52,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,6.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,7.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,5.71,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,8.32,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,8.48,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,4.36,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,3.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,2.76,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,3.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,-4.89,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,-13.62,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,1.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,2.66,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,2.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,1.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,2.87,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,1.83,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,1.82,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,1.31,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,5.37,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,5.38,,A,Normal value,0,Units,_Z,Not applicable,,
